Web Search interest: entity framework
Worldwide; 2004 - present

Interest over time
Week,entity framework
2007-02-04 - 2007-02-10,-28%,+0%
2007-02-11 - 2007-02-17,-30%,+0%
2007-02-18 - 2007-02-24,-32%,+0%
2007-02-25 - 2007-03-03,-32%,+0%
2007-03-04 - 2007-03-10,-30%,+0%
2007-03-11 - 2007-03-17,-28%,+0%
2007-03-18 - 2007-03-24,-30%,+0%
2007-03-25 - 2007-03-31,-31%,+0%
2007-04-01 - 2007-04-07,-32%,+0%
2007-04-08 - 2007-04-14,-33%,+0%
2007-04-15 - 2007-04-21,-31%,+0%
2007-04-22 - 2007-04-28,-32%,+0%
2007-04-29 - 2007-05-05,-36%,+0%
2007-05-06 - 2007-05-12,-32%,+0%
2007-05-13 - 2007-05-19,-31%,+0%
2007-05-20 - 2007-05-26,-31%,+0%
2007-05-27 - 2007-06-02,-30%,+0%
2007-06-03 - 2007-06-09,-30%,+0%
2007-06-10 - 2007-06-16,-33%,+0%
2007-06-17 - 2007-06-23,-33%,+0%
2007-06-24 - 2007-06-30,-32%,+0%
2007-07-01 - 2007-07-07,-33%,+0%
2007-07-08 - 2007-07-14,-33%,+0%
2007-07-15 - 2007-07-21,-34%,-100%
2007-07-22 - 2007-07-28,-35%,-100%
2007-07-29 - 2007-08-04,-36%,-100%
2007-08-05 - 2007-08-11,-35%,-100%
2007-08-12 - 2007-08-18,-39%,-100%
2007-08-19 - 2007-08-25,-36%,-100%
2007-08-26 - 2007-09-01,-36%,+29%
2007-09-02 - 2007-09-08,-36%,+43%
2007-09-09 - 2007-09-15,-36%,+0%
2007-09-16 - 2007-09-22,-35%,+0%
2007-09-23 - 2007-09-29,-35%,-14%
2007-09-30 - 2007-10-06,-36%,-14%
2007-10-07 - 2007-10-13,-34%,-14%
2007-10-14 - 2007-10-20,-34%,+29%
2007-10-21 - 2007-10-27,-34%,+14%
2007-10-28 - 2007-11-03,-34%,+29%
2007-11-04 - 2007-11-10,-35%,+0%
2007-11-11 - 2007-11-17,-34%,+29%
2007-11-18 - 2007-11-24,-31%,+71%
2007-11-25 - 2007-12-01,-26%,+100%
2007-12-02 - 2007-12-08,-30%,+129%
2007-12-09 - 2007-12-15,-37%,+114%
2007-12-16 - 2007-12-22,-40%,+186%
2007-12-23 - 2007-12-29,-50%,-14%
2007-12-30 - 2008-01-05,-51%,-14%
2008-01-06 - 2008-01-12,-40%,+129%
2008-01-13 - 2008-01-19,-41%,+114%
2008-01-20 - 2008-01-26,-40%,+29%
2008-01-27 - 2008-02-02,-41%,+100%
2008-02-03 - 2008-02-09,-41%,+86%
2008-02-10 - 2008-02-16,-41%,+100%
2008-02-17 - 2008-02-23,-37%,+114%
2008-02-24 - 2008-03-01,-37%,+129%
2008-03-02 - 2008-03-08,-40%,+100%
2008-03-09 - 2008-03-15,-39%,+129%
2008-03-16 - 2008-03-22,-41%,+171%
2008-03-23 - 2008-03-29,-42%,+200%
2008-03-30 - 2008-04-05,-40%,+129%
2008-04-06 - 2008-04-12,-39%,+186%
2008-04-13 - 2008-04-19,-39%,+143%
2008-04-20 - 2008-04-26,-37%,+186%
2008-04-27 - 2008-05-03,-44%,+229%
2008-05-04 - 2008-05-10,-42%,+114%
2008-05-11 - 2008-05-17,-41%,+243%
2008-05-18 - 2008-05-24,-41%,+357%
2008-05-25 - 2008-05-31,-41%,+100%
2008-06-01 - 2008-06-07,-43%,+271%
2008-06-08 - 2008-06-14,-42%,+214%
2008-06-15 - 2008-06-21,-41%,+257%
2008-06-22 - 2008-06-28,-43%,+186%
2008-06-29 - 2008-07-05,-42%,+200%
2008-07-06 - 2008-07-12,-42%,+200%
2008-07-13 - 2008-07-19,-42%,+214%
2008-07-20 - 2008-07-26,-44%,+257%
2008-07-27 - 2008-08-02,-44%,+186%
2008-08-03 - 2008-08-09,-45%,+171%
2008-08-10 - 2008-08-16,-47%,+600%
2008-08-17 - 2008-08-23,-45%,+400%
2008-08-24 - 2008-08-30,-44%,+429%
2008-08-31 - 2008-09-06,-45%,+386%
2008-09-07 - 2008-09-13,-43%,+414%
2008-09-14 - 2008-09-20,-44%,+300%
2008-09-21 - 2008-09-27,-42%,+329%
2008-09-28 - 2008-10-04,-47%,+314%
2008-10-05 - 2008-10-11,-44%,+500%
2008-10-12 - 2008-10-18,-43%,+386%
2008-10-19 - 2008-10-25,-43%,+429%
2008-10-26 - 2008-11-01,-43%,+371%
2008-11-02 - 2008-11-08,-43%,+543%
2008-11-09 - 2008-11-15,-43%,+500%
2008-11-16 - 2008-11-22,-43%,+557%
2008-11-23 - 2008-11-29,-47%,+443%
2008-11-30 - 2008-12-06,-43%,+457%
2008-12-07 - 2008-12-13,-45%,+471%
2008-12-14 - 2008-12-20,-48%,+414%
2008-12-21 - 2008-12-27,-53%,+329%
2008-12-28 - 2009-01-03,-58%,+286%
2009-01-04 - 2009-01-10,-43%,+471%
2009-01-11 - 2009-01-17,-41%,+386%
2009-01-18 - 2009-01-24,-44%,+557%
2009-01-25 - 2009-01-31,-47%,+471%
2009-02-01 - 2009-02-07,-44%,+600%
2009-02-08 - 2009-02-14,-44%,+543%
2009-02-15 - 2009-02-21,-42%,+443%
2009-02-22 - 2009-02-28,-43%,+571%
2009-03-01 - 2009-03-07,-43%,+414%
2009-03-08 - 2009-03-14,-43%,+486%
2009-03-15 - 2009-03-21,-43%,+486%
2009-03-22 - 2009-03-28,-43%,+643%
2009-03-29 - 2009-04-04,-43%,+600%
2009-04-05 - 2009-04-11,-45%,+614%
2009-04-12 - 2009-04-18,-44%,+457%
2009-04-19 - 2009-04-25,-44%,+543%
2009-04-26 - 2009-05-02,-47%,+571%
2009-05-03 - 2009-05-09,-45%,+586%
2009-05-10 - 2009-05-16,-43%,+514%
2009-05-17 - 2009-05-23,-44%,+557%
2009-05-24 - 2009-05-30,-48%,+686%
2009-05-31 - 2009-06-06,-45%,+529%
2009-06-07 - 2009-06-13,-45%,+614%
2009-06-14 - 2009-06-20,-45%,+514%
2009-06-21 - 2009-06-27,-48%,+600%
2009-06-28 - 2009-07-04,-50%,+600%
2009-07-05 - 2009-07-11,-48%,+614%
2009-07-12 - 2009-07-18,-47%,+600%
2009-07-19 - 2009-07-25,-49%,+486%
2009-07-26 - 2009-08-01,-48%,+657%
2009-08-02 - 2009-08-08,-48%,+586%
2009-08-09 - 2009-08-15,-49%,+586%
2009-08-16 - 2009-08-22,-47%,+629%
2009-08-23 - 2009-08-29,-48%,+586%
2009-08-30 - 2009-09-05,-47%,+600%
2009-09-06 - 2009-09-12,-48%,+529%
2009-09-13 - 2009-09-19,-48%,+543%
2009-09-20 - 2009-09-26,-49%,+614%
2009-09-27 - 2009-10-03,-50%,+471%
2009-10-04 - 2009-10-10,-47%,+586%
2009-10-11 - 2009-10-17,-48%,+671%
2009-10-18 - 2009-10-24,-40%,+729%
2009-10-25 - 2009-10-31,-40%,+571%
2009-11-01 - 2009-11-07,-43%,+557%
2009-11-08 - 2009-11-14,-44%,+557%
2009-11-15 - 2009-11-21,-44%,+500%
2009-11-22 - 2009-11-28,-47%,+571%
2009-11-29 - 2009-12-05,-48%,+543%
2009-12-06 - 2009-12-12,-47%,+643%
2009-12-13 - 2009-12-19,-49%,+586%
2009-12-20 - 2009-12-26,-53%,+471%
2009-12-27 - 2010-01-02,-58%,+400%
2010-01-03 - 2010-01-09,-52%,+443%
2010-01-10 - 2010-01-16,-49%,+657%
2010-01-17 - 2010-01-23,-48%,+629%
2010-01-24 - 2010-01-30,-48%,+586%
2010-01-31 - 2010-02-06,-48%,+600%
2010-02-07 - 2010-02-13,-49%,+500%
2010-02-14 - 2010-02-20,-49%,+629%
2010-02-21 - 2010-02-27,-47%,+500%
2010-02-28 - 2010-03-06,-47%,+557%
2010-03-07 - 2010-03-13,-48%,+686%
2010-03-14 - 2010-03-20,-49%,+643%
2010-03-21 - 2010-03-27,-48%,+600%
2010-03-28 - 2010-04-03,-50%,+700%
2010-04-04 - 2010-04-10,-49%,+629%
2010-04-11 - 2010-04-17,-47%,+700%
2010-04-18 - 2010-04-24,-48%,+786%
2010-04-25 - 2010-05-01,-49%,+871%
2010-05-02 - 2010-05-08,-50%,+729%
2010-05-09 - 2010-05-15,-48%,+771%
2010-05-16 - 2010-05-22,-48%,+843%
2010-05-23 - 2010-05-29,-51%,+814%
2010-05-30 - 2010-06-05,-49%,+757%
2010-06-06 - 2010-06-12,-49%,+800%
2010-06-13 - 2010-06-19,-50%,+771%
2010-06-20 - 2010-06-26,-50%,+871%
2010-06-27 - 2010-07-03,-53%,+671%
2010-07-04 - 2010-07-10,-55%,+743%
2010-07-11 - 2010-07-17,-55%,+757%
2010-07-18 - 2010-07-24,-52%,+729%
2010-07-25 - 2010-07-31,-53%,+857%
2010-08-01 - 2010-08-07,-53%,+829%
2010-08-08 - 2010-08-14,-53%,+814%
2010-08-15 - 2010-08-21,-53%,+900%
2010-08-22 - 2010-08-28,-53%,+857%
2010-08-29 - 2010-09-04,-53%,+686%
2010-09-05 - 2010-09-11,-53%,+729%
2010-09-12 - 2010-09-18,-53%,+757%
2010-09-19 - 2010-09-25,-53%,+700%
2010-09-26 - 2010-10-02,-51%,+757%
2010-10-03 - 2010-10-09,-51%,+886%
2010-10-10 - 2010-10-16,-51%,+686%
2010-10-17 - 2010-10-23,-51%,+843%
2010-10-24 - 2010-10-30,-51%,+686%
2010-10-31 - 2010-11-06,-53%,+771%
2010-11-07 - 2010-11-13,-52%,+786%
2010-11-14 - 2010-11-20,-52%,+729%
2010-11-21 - 2010-11-27,-53%,+786%
2010-11-28 - 2010-12-04,-55%,+771%
2010-12-05 - 2010-12-11,-53%,+729%
2010-12-12 - 2010-12-18,-53%,+800%
2010-12-19 - 2010-12-25,-58%,+629%
2010-12-26 - 2011-01-01,-61%,+500%
2011-01-02 - 2011-01-08,-57%,+800%
2011-01-09 - 2011-01-15,-55%,+771%
2011-01-16 - 2011-01-22,-52%,+743%
2011-01-23 - 2011-01-29,-53%,+786%
2011-01-30 - 2011-02-05,-56%,+857%
2011-02-06 - 2011-02-12,-52%,+914%
2011-02-13 - 2011-02-19,-53%,+771%
2011-02-20 - 2011-02-26,-55%,+829%
2011-02-27 - 2011-03-05,-53%,+814%
2011-03-06 - 2011-03-12,-55%,+729%
2011-03-13 - 2011-03-19,-55%,+886%
2011-03-20 - 2011-03-26,-55%,+986%
2011-03-27 - 2011-04-02,-53%,+943%
2011-04-03 - 2011-04-09,-53%,+886%
2011-04-10 - 2011-04-16,-51%,+914%
2011-04-17 - 2011-04-23,-55%,+929%
2011-04-24 - 2011-04-30,-56%,+800%
2011-05-01 - 2011-05-07,-57%,+943%
2011-05-08 - 2011-05-14,-55%,+943%
2011-05-15 - 2011-05-21,-55%,+986%
2011-05-22 - 2011-05-28,-53%,+1,000%
2011-05-29 - 2011-06-04,-56%,+886%
2011-06-05 - 2011-06-11,-56%,+771%
2011-06-12 - 2011-06-18,-55%,+957%
2011-06-19 - 2011-06-25,-55%,+857%
2011-06-26 - 2011-07-02,-57%,+957%
2011-07-03 - 2011-07-09,-58%,+886%
2011-07-10 - 2011-07-16,-56%,+914%
2011-07-17 - 2011-07-23,-57%,+971%
2011-07-24 - 2011-07-30,-56%,+914%
2011-07-31 - 2011-08-06,-58%,+971%
2011-08-07 - 2011-08-13,-57%,+929%
2011-08-14 - 2011-08-20,-58%,+929%
2011-08-21 - 2011-08-27,-57%,+1,000%
2011-08-28 - 2011-09-03,-58%,+929%
2011-09-04 - 2011-09-10,-59%,+843%
2011-09-11 - 2011-09-17,-55%,+857%
2011-09-18 - 2011-09-24,-56%,+971%
2011-09-25 - 2011-10-01,-56%,+857%
2011-10-02 - 2011-10-08,-58%,+943%
2011-10-09 - 2011-10-15,-56%,+929%
2011-10-16 - 2011-10-22,-55%,+943%
2011-10-23 - 2011-10-29,-56%,+929%
2011-10-30 - 2011-11-05,-57%,+971%
2011-11-06 - 2011-11-12,-56%,+800%
2011-11-13 - 2011-11-19,-57%,+829%
2011-11-20 - 2011-11-26,-57%,+914%
2011-11-27 - 2011-12-03,-57%,+986%
2011-12-04 - 2011-12-10,-57%,+886%
2011-12-11 - 2011-12-17,-56%,+829%
2011-12-18 - 2011-12-24,-60%,+800%
2011-12-25 - 2011-12-31,-65%,+600%
2012-01-01 - 2012-01-07,-61%,+843%
2012-01-08 - 2012-01-14,-59%,+857%
2012-01-15 - 2012-01-21,-59%,+943%
2012-01-22 - 2012-01-28,-59%,+843%
2012-01-29 - 2012-02-04,-58%,+1,000%
2012-02-05 - 2012-02-11,-58%,+1,086%
2012-02-12 - 2012-02-18,-57%,+1,029%
2012-02-19 - 2012-02-25,-57%,+1,014%
2012-02-26 - 2012-03-03,-58%,+1,043%
2012-03-04 - 2012-03-10,-57%,+1,057%
2012-03-11 - 2012-03-17,-57%,+929%
2012-03-18 - 2012-03-24,-58%,+1,057%
2012-03-25 - 2012-03-31,-57%,+1,043%
2012-04-01 - 2012-04-07,-59%,+986%
2012-04-08 - 2012-04-14,-58%,+929%
2012-04-15 - 2012-04-21,-57%,+1,057%
2012-04-22 - 2012-04-28,-58%,+1,029%
2012-04-29 - 2012-05-05,-60%,+986%
2012-05-06 - 2012-05-12,-58%,+1,014%
2012-05-13 - 2012-05-19,-58%,+1,043%
2012-05-20 - 2012-05-26,-56%,+914%
2012-05-27 - 2012-06-02,-59%,+943%
2012-06-03 - 2012-06-09,-58%,+957%
2012-06-10 - 2012-06-16,-59%,+1,071%
2012-06-17 - 2012-06-23,-59%,+986%
2012-06-24 - 2012-06-30,-59%,+986%
2012-07-01 - 2012-07-07,-61%,+871%
2012-07-08 - 2012-07-14,-60%,+857%
2012-07-15 - 2012-07-21,-61%,+1,057%
2012-07-22 - 2012-07-28,-60%,+1,071%
2012-07-29 - 2012-08-04,-61%,+886%
2012-08-05 - 2012-08-11,-60%,+986%
2012-08-12 - 2012-08-18,-62%,+1,014%
2012-08-19 - 2012-08-25,-60%,+886%
2012-08-26 - 2012-09-01,-60%,+1,057%
2012-09-02 - 2012-09-08,-59%,+1,000%
2012-09-09 - 2012-09-15,-58%,+1,043%
2012-09-16 - 2012-09-22,-58%,+1,086%
2012-09-23 - 2012-09-29,-59%,+1,086%
2012-09-30 - 2012-10-06,-59%,+1,114%
2012-10-07 - 2012-10-13,-59%,+986%
2012-10-14 - 2012-10-20,-60%,+1,043%
2012-10-21 - 2012-10-27,-59%,+1,014%
2012-10-28 - 2012-11-03,-60%,+957%
2012-11-04 - 2012-11-10,-59%,+1,071%
2012-11-11 - 2012-11-17,-60%,+1,143%
2012-11-18 - 2012-11-24,-61%,+986%
2012-11-25 - 2012-12-01,-60%,+1,014%
2012-12-02 - 2012-12-08,-60%,+986%
2012-12-09 - 2012-12-15,-60%,+1,000%
2012-12-16 - 2012-12-22,-62%,+900%
2012-12-23 - 2012-12-29,-69%,+614%
2012-12-30 - 2013-01-05,-68%,+729%
2013-01-06 - 2013-01-12,-61%,+929%
2013-01-13 - 2013-01-19,-59%,+957%
2013-01-20 - 2013-01-26,-59%,+1,029%
2013-01-27 - 2013-02-02,-60%,+971%
2013-02-03 - 2013-02-09,-60%,+1,000%
2013-02-10 - 2013-02-16,-61%,+957%
2013-02-17 - 2013-02-23,-60%,+1,071%
2013-02-24 - 2013-03-02,-60%,+1,029%
2013-03-03 - 2013-03-09,-59%,+1,014%
2013-03-10 - 2013-03-16,-60%,+1,086%
2013-03-17 - 2013-03-23,-59%,+1,086%
2013-03-24 - 2013-03-30,-62%,+1,043%
2013-03-31 - 2013-04-06,-61%,+1,071%
2013-04-07 - 2013-04-13,-60%,+1,086%
2013-04-14 - 2013-04-20,-60%,+1,114%
2013-04-21 - 2013-04-27,-60%,+1,086%
2013-04-28 - 2013-05-04,-64%,+1,029%
2013-05-05 - 2013-05-11,-62%,+986%
2013-05-12 - 2013-05-18,-60%,+1,100%
2013-05-19 - 2013-05-25,-61%,+1,014%
2013-05-26 - 2013-06-01,-62%,+1,057%
2013-06-02 - 2013-06-08,-60%,+1,043%
2013-06-09 - 2013-06-15,-61%,+1,086%
2013-06-16 - 2013-06-22,-61%,+986%
2013-06-23 - 2013-06-29,-61%,+1,043%
2013-06-30 - 2013-07-06,-62%,+971%
2013-07-07 - 2013-07-13,-62%,+1,071%
2013-07-14 - 2013-07-20,-64%,+1,200%
2013-07-21 - 2013-07-27,-64%,+1,014%
2013-07-28 - 2013-08-03,-64%,+1,071%
2013-08-04 - 2013-08-10,-65%,+1,100%
2013-08-11 - 2013-08-17,-64%,+1,014%
2013-08-18 - 2013-08-24,-64%,+957%
2013-08-25 - 2013-08-31,-62%,+1,086%
2013-09-01 - 2013-09-07,-62%,+986%
2013-09-08 - 2013-09-14,-61%,+1,071%
2013-09-15 - 2013-09-21,-62%,+1,129%
2013-09-22 - 2013-09-28,-61%,+1,129%
2013-09-29 - 2013-10-05,-61%,+1,086%
2013-10-06 - 2013-10-12,-60%,+1,071%
2013-10-13 - 2013-10-19,-60%,+1,014%
2013-10-20 - 2013-10-26,-61%,+1,100%
2013-10-27 - 2013-11-02,-62%,+1,100%
2013-11-03 - 2013-11-09,-61%,+1,114%
2013-11-10 - 2013-11-16,-60%,+1,143%
2013-11-17 - 2013-11-23,-60%,+1,186%
2013-11-24 - 2013-11-30,-62%,+1,071%
2013-12-01 - 2013-12-07,-62%,+1,100%
2013-12-08 - 2013-12-14,-61%,+1,129%
2013-12-15 - 2013-12-21,-64%,+1,114%
2013-12-22 - 2013-12-28,-69%,+700%
2013-12-29 - 2014-01-04,-70%,+743%
2014-01-05 - 2014-01-11,-64%,+986%
2014-01-12 - 2014-01-18,-61%,+1,114%
2014-01-19 - 2014-01-25,-61%,+1,129%
2014-01-26 - 2014-02-01,-62%,+1,129%
2014-02-02 - 2014-02-08,-64%,+1,029%
2014-02-09 - 2014-02-15,-61%,+1,157%
2014-02-16 - 2014-02-22,-61%,+1,157%
2014-02-23 - 2014-03-01,-61%,+1,143%
2014-03-02 - 2014-03-08,-61%,+1,157%
2014-03-09 - 2014-03-15,-60%,+1,114%
2014-03-16 - 2014-03-22,-62%,+1,157%
2014-03-23 - 2014-03-29,-61%,+1,214%
2014-03-30 - 2014-04-05,-61%,+1,214%
2014-04-06 - 2014-04-12,-61%,+1,100%
2014-04-13 - 2014-04-19,-62%,+1,086%
2014-04-20 - 2014-04-26,-61%,+1,100%
2014-04-27 - 2014-05-03,-64%,+1,071%
2014-05-04 - 2014-05-10,-61%,+1,100%
2014-05-11 - 2014-05-17,-61%,+1,171%
2014-05-18 - 2014-05-24,-62%,+1,214%
2014-05-25 - 2014-05-31,-65%,+1,100%
2014-06-01 - 2014-06-07,-62%,+1,100%
2014-06-08 - 2014-06-14,-64%,+1,086%
2014-06-15 - 2014-06-21,-64%,+1,157%
2014-06-22 - 2014-06-28,-64%,+1,157%
2014-06-29 - 2014-07-05,-66%,+1,029%
2014-07-06 - 2014-07-12,-65%,+1,143%
2014-07-13 - 2014-07-19,-64%,+1,157%
2014-07-20 - 2014-07-26,-64%,+1,029%
2014-07-27 - 2014-08-02,-66%,+1,086%
2014-08-03 - 2014-08-09,-62%,+1,329%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for entity framework
Region,entity framework
Sri Lanka,100
Belarus,97
India,97
South Africa,66
Iran,65
Pakistan,56
Czech Republic,54
Israel,54
Sweden,52
Norway,46
Denmark,45
Russia,44
New Zealand,42
Ukraine,41
Singapore,40
Switzerland,39
Australia,35
United States,35
Portugal,33
Belgium,33
Netherlands,33
Serbia,32
Croatia,32
China,32
Canada,32
Hong Kong,31
Bulgaria,31
Austria,30
United Kingdom,30
Romania,30
Taiwan,29
Hungary,29
Vietnam,27
Philippines,27
Ireland,24
Argentina,23
Poland,23
Brazil,22
Egypt,22
Finland,19
Germany,19
Peru,18
Turkey,17
Italy,17
Colombia,17
Spain,16
Malaysia,15
Mexico,14
France,13
Chile,12
Thailand,9
Indonesia,8
Japan,8


Top cities for entity framework
City,entity framework
New Okhla Industrial Development Area (India),100
Hyderabad (India),63
Bangalore (India),45
Chennai (India),37
Minsk (Belarus),35
Tehrān (Iran),26
Pune (India),21
Stockholm (Sweden),20
Mumbai (India),20
Tel Aviv (Israel),17
Prague (Czech Republic),17
Moscow (Russia),16
Ho Chi Minh City (Vietnam),14
Singapore (Singapore),13
New Delhi (India),13



Top searches for entity framework
c# entity framework,100
linq entity framework,80
linq,75
tutorial entity framework,75
mvc entity framework,65
data entity framework,65
entity framework .net,65
ado.net,60
entity framework asp.net,55
ado.net entity framework,55
entity framework 4,55
code first,45
entity framework model,45
using entity framework,40
entity framework 5,40
download entity framework,35
entity framework 4.0,35
entity framework example,35
entity framework wcf,30
entity framework 6,30
update entity framework,30
entity framework 4.1,25
entity framework query,25
microsoft entity framework,25
nhibernate,25
asp.net mvc,25
entity framework repository,20
poco entity framework,20
dbcontext,20
entity framework dbcontext,20
linq to sql,20
entity framework context,20
oracle entity framework,20
entity framework select,20
wpf entity framework,15
entity framework mapping,15
ado entity framework,15
entity data model,15
entity framework 3.5,15
edmx,15
entity framework where,15
entity framework sample,15
msdn entity framework,15
nuget entity framework,10
nuget,10
entity framework performance,10



Rising searches for entity framework
ado.net,Breakout
ado.net entity framework,Breakout
c# entity framework,Breakout
data entity framework,Breakout
entity framework .net,Breakout
entity framework 4,Breakout
entity framework asp.net,Breakout
linq,Breakout
linq entity framework,Breakout
mvc entity framework,Breakout



