Web Search interest: wpf
Worldwide; 2004 - present

Interest over time
Week,wpf
2007-02-04 - 2007-02-10,-28%,+467%
2007-02-11 - 2007-02-17,-30%,+400%
2007-02-18 - 2007-02-24,-32%,+450%
2007-02-25 - 2007-03-03,-32%,+417%
2007-03-04 - 2007-03-10,-30%,+433%
2007-03-11 - 2007-03-17,-28%,+417%
2007-03-18 - 2007-03-24,-30%,+517%
2007-03-25 - 2007-03-31,-31%,+450%
2007-04-01 - 2007-04-07,-32%,+417%
2007-04-08 - 2007-04-14,-33%,+483%
2007-04-15 - 2007-04-21,-31%,+533%
2007-04-22 - 2007-04-28,-32%,+550%
2007-04-29 - 2007-05-05,-36%,+533%
2007-05-06 - 2007-05-12,-32%,+583%
2007-05-13 - 2007-05-19,-31%,+517%
2007-05-20 - 2007-05-26,-31%,+567%
2007-05-27 - 2007-06-02,-30%,+500%
2007-06-03 - 2007-06-09,-30%,+617%
2007-06-10 - 2007-06-16,-33%,+600%
2007-06-17 - 2007-06-23,-33%,+517%
2007-06-24 - 2007-06-30,-32%,+550%
2007-07-01 - 2007-07-07,-33%,+467%
2007-07-08 - 2007-07-14,-33%,+533%
2007-07-15 - 2007-07-21,-34%,+583%
2007-07-22 - 2007-07-28,-35%,+567%
2007-07-29 - 2007-08-04,-36%,+500%
2007-08-05 - 2007-08-11,-35%,+517%
2007-08-12 - 2007-08-18,-39%,+583%
2007-08-19 - 2007-08-25,-36%,+517%
2007-08-26 - 2007-09-01,-36%,+533%
2007-09-02 - 2007-09-08,-36%,+600%
2007-09-09 - 2007-09-15,-36%,+600%
2007-09-16 - 2007-09-22,-35%,+517%
2007-09-23 - 2007-09-29,-35%,+567%
2007-09-30 - 2007-10-06,-36%,+500%
2007-10-07 - 2007-10-13,-34%,+600%
2007-10-14 - 2007-10-20,-34%,+617%
2007-10-21 - 2007-10-27,-34%,+517%
2007-10-28 - 2007-11-03,-34%,+633%
2007-11-04 - 2007-11-10,-35%,+583%
2007-11-11 - 2007-11-17,-34%,+583%
2007-11-18 - 2007-11-24,-31%,+733%
2007-11-25 - 2007-12-01,-26%,+783%
2007-12-02 - 2007-12-08,-30%,+833%
2007-12-09 - 2007-12-15,-37%,+833%
2007-12-16 - 2007-12-22,-40%,+767%
2007-12-23 - 2007-12-29,-50%,+533%
2007-12-30 - 2008-01-05,-51%,+583%
2008-01-06 - 2008-01-12,-40%,+767%
2008-01-13 - 2008-01-19,-41%,+683%
2008-01-20 - 2008-01-26,-40%,+717%
2008-01-27 - 2008-02-02,-41%,+800%
2008-02-03 - 2008-02-09,-41%,+783%
2008-02-10 - 2008-02-16,-41%,+783%
2008-02-17 - 2008-02-23,-37%,+800%
2008-02-24 - 2008-03-01,-37%,+767%
2008-03-02 - 2008-03-08,-40%,+783%
2008-03-09 - 2008-03-15,-39%,+867%
2008-03-16 - 2008-03-22,-41%,+900%
2008-03-23 - 2008-03-29,-42%,+767%
2008-03-30 - 2008-04-05,-40%,+817%
2008-04-06 - 2008-04-12,-39%,+883%
2008-04-13 - 2008-04-19,-39%,+917%
2008-04-20 - 2008-04-26,-37%,+917%
2008-04-27 - 2008-05-03,-44%,+833%
2008-05-04 - 2008-05-10,-42%,+950%
2008-05-11 - 2008-05-17,-41%,+983%
2008-05-18 - 2008-05-24,-41%,+1,017%
2008-05-25 - 2008-05-31,-41%,+900%
2008-06-01 - 2008-06-07,-43%,+917%
2008-06-08 - 2008-06-14,-42%,+900%
2008-06-15 - 2008-06-21,-41%,+967%
2008-06-22 - 2008-06-28,-43%,+950%
2008-06-29 - 2008-07-05,-42%,+1,083%
2008-07-06 - 2008-07-12,-42%,+967%
2008-07-13 - 2008-07-19,-42%,+1,000%
2008-07-20 - 2008-07-26,-44%,+950%
2008-07-27 - 2008-08-02,-44%,+917%
2008-08-03 - 2008-08-09,-45%,+1,033%
2008-08-10 - 2008-08-16,-47%,+1,033%
2008-08-17 - 2008-08-23,-45%,+1,000%
2008-08-24 - 2008-08-30,-44%,+1,050%
2008-08-31 - 2008-09-06,-45%,+900%
2008-09-07 - 2008-09-13,-43%,+1,083%
2008-09-14 - 2008-09-20,-44%,+1,083%
2008-09-21 - 2008-09-27,-42%,+1,050%
2008-09-28 - 2008-10-04,-47%,+1,017%
2008-10-05 - 2008-10-11,-44%,+1,100%
2008-10-12 - 2008-10-18,-43%,+1,117%
2008-10-19 - 2008-10-25,-43%,+967%
2008-10-26 - 2008-11-01,-43%,+1,100%
2008-11-02 - 2008-11-08,-43%,+1,150%
2008-11-09 - 2008-11-15,-43%,+1,133%
2008-11-16 - 2008-11-22,-43%,+1,100%
2008-11-23 - 2008-11-29,-47%,+1,067%
2008-11-30 - 2008-12-06,-43%,+1,233%
2008-12-07 - 2008-12-13,-45%,+1,167%
2008-12-14 - 2008-12-20,-48%,+1,033%
2008-12-21 - 2008-12-27,-53%,+817%
2008-12-28 - 2009-01-03,-58%,+683%
2009-01-04 - 2009-01-10,-43%,+1,133%
2009-01-11 - 2009-01-17,-41%,+1,200%
2009-01-18 - 2009-01-24,-44%,+1,183%
2009-01-25 - 2009-01-31,-47%,+1,083%
2009-02-01 - 2009-02-07,-44%,+1,217%
2009-02-08 - 2009-02-14,-44%,+1,217%
2009-02-15 - 2009-02-21,-42%,+1,350%
2009-02-22 - 2009-02-28,-43%,+1,283%
2009-03-01 - 2009-03-07,-43%,+1,217%
2009-03-08 - 2009-03-14,-43%,+1,250%
2009-03-15 - 2009-03-21,-43%,+1,300%
2009-03-22 - 2009-03-28,-43%,+1,333%
2009-03-29 - 2009-04-04,-43%,+1,233%
2009-04-05 - 2009-04-11,-45%,+1,250%
2009-04-12 - 2009-04-18,-44%,+1,217%
2009-04-19 - 2009-04-25,-44%,+1,383%
2009-04-26 - 2009-05-02,-47%,+1,283%
2009-05-03 - 2009-05-09,-45%,+1,200%
2009-05-10 - 2009-05-16,-43%,+1,283%
2009-05-17 - 2009-05-23,-44%,+1,267%
2009-05-24 - 2009-05-30,-48%,+1,233%
2009-05-31 - 2009-06-06,-45%,+1,300%
2009-06-07 - 2009-06-13,-45%,+1,317%
2009-06-14 - 2009-06-20,-45%,+1,233%
2009-06-21 - 2009-06-27,-48%,+1,333%
2009-06-28 - 2009-07-04,-50%,+1,200%
2009-07-05 - 2009-07-11,-48%,+1,267%
2009-07-12 - 2009-07-18,-47%,+1,300%
2009-07-19 - 2009-07-25,-49%,+1,300%
2009-07-26 - 2009-08-01,-48%,+1,250%
2009-08-02 - 2009-08-08,-48%,+1,300%
2009-08-09 - 2009-08-15,-49%,+1,183%
2009-08-16 - 2009-08-22,-47%,+1,267%
2009-08-23 - 2009-08-29,-48%,+1,283%
2009-08-30 - 2009-09-05,-47%,+1,233%
2009-09-06 - 2009-09-12,-48%,+1,317%
2009-09-13 - 2009-09-19,-48%,+1,417%
2009-09-20 - 2009-09-26,-49%,+1,300%
2009-09-27 - 2009-10-03,-50%,+1,117%
2009-10-04 - 2009-10-10,-47%,+1,233%
2009-10-11 - 2009-10-17,-48%,+1,250%
2009-10-18 - 2009-10-24,-40%,+1,367%
2009-10-25 - 2009-10-31,-40%,+1,267%
2009-11-01 - 2009-11-07,-43%,+1,267%
2009-11-08 - 2009-11-14,-44%,+1,350%
2009-11-15 - 2009-11-21,-44%,+1,317%
2009-11-22 - 2009-11-28,-47%,+1,133%
2009-11-29 - 2009-12-05,-48%,+1,183%
2009-12-06 - 2009-12-12,-47%,+1,150%
2009-12-13 - 2009-12-19,-49%,+1,233%
2009-12-20 - 2009-12-26,-53%,+1,017%
2009-12-27 - 2010-01-02,-58%,+800%
2010-01-03 - 2010-01-09,-52%,+1,050%
2010-01-10 - 2010-01-16,-49%,+1,167%
2010-01-17 - 2010-01-23,-48%,+1,433%
2010-01-24 - 2010-01-30,-48%,+1,250%
2010-01-31 - 2010-02-06,-48%,+1,217%
2010-02-07 - 2010-02-13,-49%,+1,283%
2010-02-14 - 2010-02-20,-49%,+1,250%
2010-02-21 - 2010-02-27,-47%,+1,283%
2010-02-28 - 2010-03-06,-47%,+1,333%
2010-03-07 - 2010-03-13,-48%,+1,267%
2010-03-14 - 2010-03-20,-49%,+1,317%
2010-03-21 - 2010-03-27,-48%,+1,333%
2010-03-28 - 2010-04-03,-50%,+1,350%
2010-04-04 - 2010-04-10,-49%,+1,333%
2010-04-11 - 2010-04-17,-47%,+1,467%
2010-04-18 - 2010-04-24,-48%,+1,483%
2010-04-25 - 2010-05-01,-49%,+1,417%
2010-05-02 - 2010-05-08,-50%,+1,367%
2010-05-09 - 2010-05-15,-48%,+1,433%
2010-05-16 - 2010-05-22,-48%,+1,433%
2010-05-23 - 2010-05-29,-51%,+1,433%
2010-05-30 - 2010-06-05,-49%,+1,350%
2010-06-06 - 2010-06-12,-49%,+1,567%
2010-06-13 - 2010-06-19,-50%,+1,350%
2010-06-20 - 2010-06-26,-50%,+1,567%
2010-06-27 - 2010-07-03,-53%,+1,317%
2010-07-04 - 2010-07-10,-55%,+1,250%
2010-07-11 - 2010-07-17,-55%,+1,383%
2010-07-18 - 2010-07-24,-52%,+1,350%
2010-07-25 - 2010-07-31,-53%,+1,383%
2010-08-01 - 2010-08-07,-53%,+1,350%
2010-08-08 - 2010-08-14,-53%,+1,400%
2010-08-15 - 2010-08-21,-53%,+1,400%
2010-08-22 - 2010-08-28,-53%,+1,350%
2010-08-29 - 2010-09-04,-53%,+1,267%
2010-09-05 - 2010-09-11,-53%,+1,333%
2010-09-12 - 2010-09-18,-53%,+1,400%
2010-09-19 - 2010-09-25,-53%,+1,333%
2010-09-26 - 2010-10-02,-51%,+1,300%
2010-10-03 - 2010-10-09,-51%,+1,250%
2010-10-10 - 2010-10-16,-51%,+1,300%
2010-10-17 - 2010-10-23,-51%,+1,283%
2010-10-24 - 2010-10-30,-51%,+1,333%
2010-10-31 - 2010-11-06,-53%,+1,300%
2010-11-07 - 2010-11-13,-52%,+1,317%
2010-11-14 - 2010-11-20,-52%,+1,267%
2010-11-21 - 2010-11-27,-53%,+1,150%
2010-11-28 - 2010-12-04,-55%,+1,250%
2010-12-05 - 2010-12-11,-53%,+1,233%
2010-12-12 - 2010-12-18,-53%,+1,200%
2010-12-19 - 2010-12-25,-58%,+1,100%
2010-12-26 - 2011-01-01,-61%,+900%
2011-01-02 - 2011-01-08,-57%,+1,117%
2011-01-09 - 2011-01-15,-55%,+1,150%
2011-01-16 - 2011-01-22,-52%,+1,250%
2011-01-23 - 2011-01-29,-53%,+1,233%
2011-01-30 - 2011-02-05,-56%,+1,150%
2011-02-06 - 2011-02-12,-52%,+1,267%
2011-02-13 - 2011-02-19,-53%,+1,250%
2011-02-20 - 2011-02-26,-55%,+1,283%
2011-02-27 - 2011-03-05,-53%,+1,233%
2011-03-06 - 2011-03-12,-55%,+1,217%
2011-03-13 - 2011-03-19,-55%,+1,233%
2011-03-20 - 2011-03-26,-55%,+1,267%
2011-03-27 - 2011-04-02,-53%,+1,250%
2011-04-03 - 2011-04-09,-53%,+1,267%
2011-04-10 - 2011-04-16,-51%,+1,333%
2011-04-17 - 2011-04-23,-55%,+1,217%
2011-04-24 - 2011-04-30,-56%,+1,100%
2011-05-01 - 2011-05-07,-57%,+1,200%
2011-05-08 - 2011-05-14,-55%,+1,267%
2011-05-15 - 2011-05-21,-55%,+1,333%
2011-05-22 - 2011-05-28,-53%,+1,267%
2011-05-29 - 2011-06-04,-56%,+1,067%
2011-06-05 - 2011-06-11,-56%,+1,200%
2011-06-12 - 2011-06-18,-55%,+1,250%
2011-06-19 - 2011-06-25,-55%,+1,233%
2011-06-26 - 2011-07-02,-57%,+1,200%
2011-07-03 - 2011-07-09,-58%,+1,167%
2011-07-10 - 2011-07-16,-56%,+1,183%
2011-07-17 - 2011-07-23,-57%,+1,217%
2011-07-24 - 2011-07-30,-56%,+1,150%
2011-07-31 - 2011-08-06,-58%,+1,100%
2011-08-07 - 2011-08-13,-57%,+1,117%
2011-08-14 - 2011-08-20,-58%,+1,117%
2011-08-21 - 2011-08-27,-57%,+1,200%
2011-08-28 - 2011-09-03,-58%,+1,050%
2011-09-04 - 2011-09-10,-59%,+1,100%
2011-09-11 - 2011-09-17,-55%,+1,150%
2011-09-18 - 2011-09-24,-56%,+1,150%
2011-09-25 - 2011-10-01,-56%,+1,133%
2011-10-02 - 2011-10-08,-58%,+1,067%
2011-10-09 - 2011-10-15,-56%,+1,083%
2011-10-16 - 2011-10-22,-55%,+1,083%
2011-10-23 - 2011-10-29,-56%,+1,033%
2011-10-30 - 2011-11-05,-57%,+1,050%
2011-11-06 - 2011-11-12,-56%,+1,067%
2011-11-13 - 2011-11-19,-57%,+1,100%
2011-11-20 - 2011-11-26,-57%,+1,050%
2011-11-27 - 2011-12-03,-57%,+1,117%
2011-12-04 - 2011-12-10,-57%,+1,100%
2011-12-11 - 2011-12-17,-56%,+1,050%
2011-12-18 - 2011-12-24,-60%,+950%
2011-12-25 - 2011-12-31,-65%,+783%
2012-01-01 - 2012-01-07,-61%,+900%
2012-01-08 - 2012-01-14,-59%,+1,050%
2012-01-15 - 2012-01-21,-59%,+1,000%
2012-01-22 - 2012-01-28,-59%,+967%
2012-01-29 - 2012-02-04,-58%,+1,050%
2012-02-05 - 2012-02-11,-58%,+1,083%
2012-02-12 - 2012-02-18,-57%,+1,083%
2012-02-19 - 2012-02-25,-57%,+1,117%
2012-02-26 - 2012-03-03,-58%,+1,083%
2012-03-04 - 2012-03-10,-57%,+1,000%
2012-03-11 - 2012-03-17,-57%,+1,100%
2012-03-18 - 2012-03-24,-58%,+1,067%
2012-03-25 - 2012-03-31,-57%,+1,033%
2012-04-01 - 2012-04-07,-59%,+983%
2012-04-08 - 2012-04-14,-58%,+983%
2012-04-15 - 2012-04-21,-57%,+1,067%
2012-04-22 - 2012-04-28,-58%,+1,050%
2012-04-29 - 2012-05-05,-60%,+933%
2012-05-06 - 2012-05-12,-58%,+1,067%
2012-05-13 - 2012-05-19,-58%,+1,050%
2012-05-20 - 2012-05-26,-56%,+1,100%
2012-05-27 - 2012-06-02,-59%,+967%
2012-06-03 - 2012-06-09,-58%,+1,050%
2012-06-10 - 2012-06-16,-59%,+1,033%
2012-06-17 - 2012-06-23,-59%,+1,017%
2012-06-24 - 2012-06-30,-59%,+983%
2012-07-01 - 2012-07-07,-61%,+950%
2012-07-08 - 2012-07-14,-60%,+1,050%
2012-07-15 - 2012-07-21,-61%,+1,000%
2012-07-22 - 2012-07-28,-60%,+1,000%
2012-07-29 - 2012-08-04,-61%,+950%
2012-08-05 - 2012-08-11,-60%,+1,017%
2012-08-12 - 2012-08-18,-62%,+967%
2012-08-19 - 2012-08-25,-60%,+1,000%
2012-08-26 - 2012-09-01,-60%,+967%
2012-09-02 - 2012-09-08,-59%,+1,000%
2012-09-09 - 2012-09-15,-58%,+1,033%
2012-09-16 - 2012-09-22,-58%,+983%
2012-09-23 - 2012-09-29,-59%,+1,033%
2012-09-30 - 2012-10-06,-59%,+933%
2012-10-07 - 2012-10-13,-59%,+983%
2012-10-14 - 2012-10-20,-60%,+967%
2012-10-21 - 2012-10-27,-59%,+950%
2012-10-28 - 2012-11-03,-60%,+933%
2012-11-04 - 2012-11-10,-59%,+983%
2012-11-11 - 2012-11-17,-60%,+933%
2012-11-18 - 2012-11-24,-61%,+933%
2012-11-25 - 2012-12-01,-60%,+1,000%
2012-12-02 - 2012-12-08,-60%,+900%
2012-12-09 - 2012-12-15,-60%,+883%
2012-12-16 - 2012-12-22,-62%,+867%
2012-12-23 - 2012-12-29,-69%,+583%
2012-12-30 - 2013-01-05,-68%,+600%
2013-01-06 - 2013-01-12,-61%,+883%
2013-01-13 - 2013-01-19,-59%,+883%
2013-01-20 - 2013-01-26,-59%,+967%
2013-01-27 - 2013-02-02,-60%,+900%
2013-02-03 - 2013-02-09,-60%,+900%
2013-02-10 - 2013-02-16,-61%,+883%
2013-02-17 - 2013-02-23,-60%,+900%
2013-02-24 - 2013-03-02,-60%,+917%
2013-03-03 - 2013-03-09,-59%,+933%
2013-03-10 - 2013-03-16,-60%,+933%
2013-03-17 - 2013-03-23,-59%,+900%
2013-03-24 - 2013-03-30,-62%,+850%
2013-03-31 - 2013-04-06,-61%,+900%
2013-04-07 - 2013-04-13,-60%,+933%
2013-04-14 - 2013-04-20,-60%,+933%
2013-04-21 - 2013-04-27,-60%,+950%
2013-04-28 - 2013-05-04,-64%,+800%
2013-05-05 - 2013-05-11,-62%,+900%
2013-05-12 - 2013-05-18,-60%,+933%
2013-05-19 - 2013-05-25,-61%,+917%
2013-05-26 - 2013-06-01,-62%,+867%
2013-06-02 - 2013-06-08,-60%,+933%
2013-06-09 - 2013-06-15,-61%,+883%
2013-06-16 - 2013-06-22,-61%,+883%
2013-06-23 - 2013-06-29,-61%,+917%
2013-06-30 - 2013-07-06,-62%,+833%
2013-07-07 - 2013-07-13,-62%,+850%
2013-07-14 - 2013-07-20,-64%,+883%
2013-07-21 - 2013-07-27,-64%,+883%
2013-07-28 - 2013-08-03,-64%,+933%
2013-08-04 - 2013-08-10,-65%,+883%
2013-08-11 - 2013-08-17,-64%,+817%
2013-08-18 - 2013-08-24,-64%,+867%
2013-08-25 - 2013-08-31,-62%,+850%
2013-09-01 - 2013-09-07,-62%,+817%
2013-09-08 - 2013-09-14,-61%,+833%
2013-09-15 - 2013-09-21,-62%,+850%
2013-09-22 - 2013-09-28,-61%,+850%
2013-09-29 - 2013-10-05,-61%,+817%
2013-10-06 - 2013-10-12,-60%,+867%
2013-10-13 - 2013-10-19,-60%,+883%
2013-10-20 - 2013-10-26,-61%,+883%
2013-10-27 - 2013-11-02,-62%,+867%
2013-11-03 - 2013-11-09,-61%,+850%
2013-11-10 - 2013-11-16,-60%,+883%
2013-11-17 - 2013-11-23,-60%,+900%
2013-11-24 - 2013-11-30,-62%,+850%
2013-12-01 - 2013-12-07,-62%,+850%
2013-12-08 - 2013-12-14,-61%,+867%
2013-12-15 - 2013-12-21,-64%,+767%
2013-12-22 - 2013-12-28,-69%,+483%
2013-12-29 - 2014-01-04,-70%,+517%
2014-01-05 - 2014-01-11,-64%,+767%
2014-01-12 - 2014-01-18,-61%,+800%
2014-01-19 - 2014-01-25,-61%,+833%
2014-01-26 - 2014-02-01,-62%,+833%
2014-02-02 - 2014-02-08,-64%,+783%
2014-02-09 - 2014-02-15,-61%,+850%
2014-02-16 - 2014-02-22,-61%,+833%
2014-02-23 - 2014-03-01,-61%,+850%
2014-03-02 - 2014-03-08,-61%,+850%
2014-03-09 - 2014-03-15,-60%,+867%
2014-03-16 - 2014-03-22,-62%,+800%
2014-03-23 - 2014-03-29,-61%,+833%
2014-03-30 - 2014-04-05,-61%,+850%
2014-04-06 - 2014-04-12,-61%,+817%
2014-04-13 - 2014-04-19,-62%,+817%
2014-04-20 - 2014-04-26,-61%,+817%
2014-04-27 - 2014-05-03,-64%,+750%
2014-05-04 - 2014-05-10,-61%,+783%
2014-05-11 - 2014-05-17,-61%,+817%
2014-05-18 - 2014-05-24,-62%,+833%
2014-05-25 - 2014-05-31,-65%,+750%
2014-06-01 - 2014-06-07,-62%,+767%
2014-06-08 - 2014-06-14,-64%,+767%
2014-06-15 - 2014-06-21,-64%,+783%
2014-06-22 - 2014-06-28,-64%,+783%
2014-06-29 - 2014-07-05,-66%,+767%
2014-07-06 - 2014-07-12,-65%,+800%
2014-07-13 - 2014-07-19,-64%,+800%
2014-07-20 - 2014-07-26,-64%,+800%
2014-07-27 - 2014-08-02,-66%,+767%
2014-08-03 - 2014-08-09,-62%,+850%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for wpf
Region,wpf
India,100
Israel,90
Belarus,71
Sri Lanka,65
South Korea,64
China,60
Czech Republic,54
Singapore,53
Austria,51
Russia,47
South Africa,47
Switzerland,47
Germany,44
Hong Kong,43
Norway,43
Denmark,42
Ukraine,40
Iran,39
Sweden,39
Bangladesh,37
Pakistan,36
New Zealand,34
United States,32
Belgium,31
Tunisia,30
United Kingdom,29
Taiwan,29
Hungary,29
Slovenia,28
Japan,27
Netherlands,27
Australia,27
Bulgaria,26
Canada,26
Romania,26
Costa Rica,25
Bolivia,24
Serbia,24
Slovakia,22
Poland,22
Portugal,22
Finland,21
Croatia,20
Philippines,19
France,19
Italy,17
Malaysia,16
Ireland,16
Vietnam,16
Egypt,15
United Arab Emirates,14
Lithuania,14
Greece,13
Spain,13
Mexico,12
Algeria,11
Ecuador,11
Morocco,10
Peru,9
Brazil,8
Argentina,8
Thailand,7
Colombia,7
Turkey,7
Chile,7
Indonesia,6
Saudi Arabia,5


Top cities for wpf
City,wpf
New Okhla Industrial Development Area (India),100
Bangalore (India),77
Hyderabad (India),72
Chennai (India),61
Beijing (China),43
Shanghai (China),40
Tel Aviv (Israel),39
Mumbai (India),37
Seoul (South Korea),34
Pune (India),32
Moscow (Russia),26
New Delhi (India),26
Singapore (Singapore),23
Munich (Germany),23
Stockholm (Sweden),19



Top searches for wpf
wpf c#,100
wpf control,50
wpf tutorial,40
binding wpf,40
windows wpf,35
datagrid wpf,30
wpf application,30
xaml,30
.net wpf,30
wpf button,25
wpf grid,25
wpf image,25
wcf,20
mvvm,20
mvvm wpf,20
wpf silverlight,20
wpf listview,20
wpf textbox,20
wpf controls,15
wpf listbox,15
treeview wpf,15
wpf combobox,15
wpf toolkit,15
microsoft wpf,15
msdn wpf,15
wpf command,15
wpf color,10
wpf usercontrol,10
wpf animation,10
wpf menu,10
wpf canvas,10
what is wpf,10
telerik,10
textblock wpf,10
wpf user control,10
wpf dialog,10
wpf page,10
wpf checkbox,10
wpf gridview,5
wpf in .net,5
wpf 3d,5
wpf ribbon,5
devexpress,5
wpf converter,5
winforms,5
wpf panel,5
wpf popup,5
wpf path,5
wpf custom control,5
prism wpf,5



Rising searches for wpf
.net wpf,Breakout
binding wpf,Breakout
datagrid wpf,Breakout
windows wpf,Breakout
wpf application,Breakout
wpf button,Breakout
wpf c#,Breakout
wpf control,Breakout
wpf grid,Breakout
wpf image,Breakout



