Web Search interest: jquery
Worldwide; 2004 - present

Interest over time
Week,jquery
2007-02-04 - 2007-02-10,-28%,+33%
2007-02-11 - 2007-02-17,-30%,+33%
2007-02-18 - 2007-02-24,-32%,+33%
2007-02-25 - 2007-03-03,-32%,+67%
2007-03-04 - 2007-03-10,-30%,+67%
2007-03-11 - 2007-03-17,-28%,+100%
2007-03-18 - 2007-03-24,-30%,+67%
2007-03-25 - 2007-03-31,-31%,+100%
2007-04-01 - 2007-04-07,-32%,+100%
2007-04-08 - 2007-04-14,-33%,+67%
2007-04-15 - 2007-04-21,-31%,+67%
2007-04-22 - 2007-04-28,-32%,+100%
2007-04-29 - 2007-05-05,-36%,+100%
2007-05-06 - 2007-05-12,-32%,+133%
2007-05-13 - 2007-05-19,-31%,+133%
2007-05-20 - 2007-05-26,-31%,+167%
2007-05-27 - 2007-06-02,-30%,+100%
2007-06-03 - 2007-06-09,-30%,+133%
2007-06-10 - 2007-06-16,-33%,+133%
2007-06-17 - 2007-06-23,-33%,+167%
2007-06-24 - 2007-06-30,-32%,+167%
2007-07-01 - 2007-07-07,-33%,+233%
2007-07-08 - 2007-07-14,-33%,+233%
2007-07-15 - 2007-07-21,-34%,+267%
2007-07-22 - 2007-07-28,-35%,+233%
2007-07-29 - 2007-08-04,-36%,+233%
2007-08-05 - 2007-08-11,-35%,+233%
2007-08-12 - 2007-08-18,-39%,+233%
2007-08-19 - 2007-08-25,-36%,+300%
2007-08-26 - 2007-09-01,-36%,+300%
2007-09-02 - 2007-09-08,-36%,+233%
2007-09-09 - 2007-09-15,-36%,+300%
2007-09-16 - 2007-09-22,-35%,+333%
2007-09-23 - 2007-09-29,-35%,+300%
2007-09-30 - 2007-10-06,-36%,+300%
2007-10-07 - 2007-10-13,-34%,+300%
2007-10-14 - 2007-10-20,-34%,+333%
2007-10-21 - 2007-10-27,-34%,+333%
2007-10-28 - 2007-11-03,-34%,+333%
2007-11-04 - 2007-11-10,-35%,+333%
2007-11-11 - 2007-11-17,-34%,+400%
2007-11-18 - 2007-11-24,-31%,+433%
2007-11-25 - 2007-12-01,-26%,+433%
2007-12-02 - 2007-12-08,-30%,+400%
2007-12-09 - 2007-12-15,-37%,+367%
2007-12-16 - 2007-12-22,-40%,+333%
2007-12-23 - 2007-12-29,-50%,+200%
2007-12-30 - 2008-01-05,-51%,+233%
2008-01-06 - 2008-01-12,-40%,+300%
2008-01-13 - 2008-01-19,-41%,+333%
2008-01-20 - 2008-01-26,-40%,+333%
2008-01-27 - 2008-02-02,-41%,+367%
2008-02-03 - 2008-02-09,-41%,+367%
2008-02-10 - 2008-02-16,-41%,+367%
2008-02-17 - 2008-02-23,-37%,+400%
2008-02-24 - 2008-03-01,-37%,+400%
2008-03-02 - 2008-03-08,-40%,+400%
2008-03-09 - 2008-03-15,-39%,+467%
2008-03-16 - 2008-03-22,-41%,+400%
2008-03-23 - 2008-03-29,-42%,+433%
2008-03-30 - 2008-04-05,-40%,+433%
2008-04-06 - 2008-04-12,-39%,+500%
2008-04-13 - 2008-04-19,-39%,+500%
2008-04-20 - 2008-04-26,-37%,+500%
2008-04-27 - 2008-05-03,-44%,+467%
2008-05-04 - 2008-05-10,-42%,+500%
2008-05-11 - 2008-05-17,-41%,+533%
2008-05-18 - 2008-05-24,-41%,+600%
2008-05-25 - 2008-05-31,-41%,+533%
2008-06-01 - 2008-06-07,-43%,+567%
2008-06-08 - 2008-06-14,-42%,+633%
2008-06-15 - 2008-06-21,-41%,+700%
2008-06-22 - 2008-06-28,-43%,+700%
2008-06-29 - 2008-07-05,-42%,+633%
2008-07-06 - 2008-07-12,-42%,+667%
2008-07-13 - 2008-07-19,-42%,+733%
2008-07-20 - 2008-07-26,-44%,+700%
2008-07-27 - 2008-08-02,-44%,+733%
2008-08-03 - 2008-08-09,-45%,+733%
2008-08-10 - 2008-08-16,-47%,+667%
2008-08-17 - 2008-08-23,-45%,+800%
2008-08-24 - 2008-08-30,-44%,+767%
2008-08-31 - 2008-09-06,-45%,+800%
2008-09-07 - 2008-09-13,-43%,+867%
2008-09-14 - 2008-09-20,-44%,+867%
2008-09-21 - 2008-09-27,-42%,+867%
2008-09-28 - 2008-10-04,-47%,+967%
2008-10-05 - 2008-10-11,-44%,+900%
2008-10-12 - 2008-10-18,-43%,+967%
2008-10-19 - 2008-10-25,-43%,+900%
2008-10-26 - 2008-11-01,-43%,+900%
2008-11-02 - 2008-11-08,-43%,+933%
2008-11-09 - 2008-11-15,-43%,+933%
2008-11-16 - 2008-11-22,-43%,+1,000%
2008-11-23 - 2008-11-29,-47%,+967%
2008-11-30 - 2008-12-06,-43%,+1,000%
2008-12-07 - 2008-12-13,-45%,+1,033%
2008-12-14 - 2008-12-20,-48%,+1,000%
2008-12-21 - 2008-12-27,-53%,+833%
2008-12-28 - 2009-01-03,-58%,+700%
2009-01-04 - 2009-01-10,-43%,+1,000%
2009-01-11 - 2009-01-17,-41%,+1,133%
2009-01-18 - 2009-01-24,-44%,+1,200%
2009-01-25 - 2009-01-31,-47%,+1,167%
2009-02-01 - 2009-02-07,-44%,+1,200%
2009-02-08 - 2009-02-14,-44%,+1,300%
2009-02-15 - 2009-02-21,-42%,+1,367%
2009-02-22 - 2009-02-28,-43%,+1,367%
2009-03-01 - 2009-03-07,-43%,+1,367%
2009-03-08 - 2009-03-14,-43%,+1,300%
2009-03-15 - 2009-03-21,-43%,+1,467%
2009-03-22 - 2009-03-28,-43%,+1,433%
2009-03-29 - 2009-04-04,-43%,+1,467%
2009-04-05 - 2009-04-11,-45%,+1,500%
2009-04-12 - 2009-04-18,-44%,+1,433%
2009-04-19 - 2009-04-25,-44%,+1,500%
2009-04-26 - 2009-05-02,-47%,+1,500%
2009-05-03 - 2009-05-09,-45%,+1,433%
2009-05-10 - 2009-05-16,-43%,+1,600%
2009-05-17 - 2009-05-23,-44%,+1,500%
2009-05-24 - 2009-05-30,-48%,+1,533%
2009-05-31 - 2009-06-06,-45%,+1,600%
2009-06-07 - 2009-06-13,-45%,+1,600%
2009-06-14 - 2009-06-20,-45%,+1,600%
2009-06-21 - 2009-06-27,-48%,+1,600%
2009-06-28 - 2009-07-04,-50%,+1,567%
2009-07-05 - 2009-07-11,-48%,+1,700%
2009-07-12 - 2009-07-18,-47%,+1,700%
2009-07-19 - 2009-07-25,-49%,+1,767%
2009-07-26 - 2009-08-01,-48%,+1,733%
2009-08-02 - 2009-08-08,-48%,+1,800%
2009-08-09 - 2009-08-15,-49%,+1,800%
2009-08-16 - 2009-08-22,-47%,+1,800%
2009-08-23 - 2009-08-29,-48%,+1,767%
2009-08-30 - 2009-09-05,-47%,+1,733%
2009-09-06 - 2009-09-12,-48%,+1,767%
2009-09-13 - 2009-09-19,-48%,+1,800%
2009-09-20 - 2009-09-26,-49%,+1,767%
2009-09-27 - 2009-10-03,-50%,+1,633%
2009-10-04 - 2009-10-10,-47%,+1,700%
2009-10-11 - 2009-10-17,-48%,+1,733%
2009-10-18 - 2009-10-24,-40%,+1,733%
2009-10-25 - 2009-10-31,-40%,+1,800%
2009-11-01 - 2009-11-07,-43%,+1,800%
2009-11-08 - 2009-11-14,-44%,+1,833%
2009-11-15 - 2009-11-21,-44%,+1,933%
2009-11-22 - 2009-11-28,-47%,+1,800%
2009-11-29 - 2009-12-05,-48%,+1,800%
2009-12-06 - 2009-12-12,-47%,+1,833%
2009-12-13 - 2009-12-19,-49%,+1,800%
2009-12-20 - 2009-12-26,-53%,+1,600%
2009-12-27 - 2010-01-02,-58%,+1,333%
2010-01-03 - 2010-01-09,-52%,+1,733%
2010-01-10 - 2010-01-16,-49%,+1,933%
2010-01-17 - 2010-01-23,-48%,+2,067%
2010-01-24 - 2010-01-30,-48%,+2,067%
2010-01-31 - 2010-02-06,-48%,+2,100%
2010-02-07 - 2010-02-13,-49%,+2,067%
2010-02-14 - 2010-02-20,-49%,+2,000%
2010-02-21 - 2010-02-27,-47%,+2,100%
2010-02-28 - 2010-03-06,-47%,+2,233%
2010-03-07 - 2010-03-13,-48%,+2,167%
2010-03-14 - 2010-03-20,-49%,+2,300%
2010-03-21 - 2010-03-27,-48%,+2,300%
2010-03-28 - 2010-04-03,-50%,+2,300%
2010-04-04 - 2010-04-10,-49%,+2,167%
2010-04-11 - 2010-04-17,-47%,+2,300%
2010-04-18 - 2010-04-24,-48%,+2,400%
2010-04-25 - 2010-05-01,-49%,+2,367%
2010-05-02 - 2010-05-08,-50%,+2,300%
2010-05-09 - 2010-05-15,-48%,+2,300%
2010-05-16 - 2010-05-22,-48%,+2,467%
2010-05-23 - 2010-05-29,-51%,+2,367%
2010-05-30 - 2010-06-05,-49%,+2,367%
2010-06-06 - 2010-06-12,-49%,+2,500%
2010-06-13 - 2010-06-19,-50%,+2,433%
2010-06-20 - 2010-06-26,-50%,+2,400%
2010-06-27 - 2010-07-03,-53%,+2,367%
2010-07-04 - 2010-07-10,-55%,+2,267%
2010-07-11 - 2010-07-17,-55%,+2,400%
2010-07-18 - 2010-07-24,-52%,+2,467%
2010-07-25 - 2010-07-31,-53%,+2,400%
2010-08-01 - 2010-08-07,-53%,+2,367%
2010-08-08 - 2010-08-14,-53%,+2,433%
2010-08-15 - 2010-08-21,-53%,+2,467%
2010-08-22 - 2010-08-28,-53%,+2,400%
2010-08-29 - 2010-09-04,-53%,+2,333%
2010-09-05 - 2010-09-11,-53%,+2,333%
2010-09-12 - 2010-09-18,-53%,+2,333%
2010-09-19 - 2010-09-25,-53%,+2,333%
2010-09-26 - 2010-10-02,-51%,+2,400%
2010-10-03 - 2010-10-09,-51%,+2,467%
2010-10-10 - 2010-10-16,-51%,+2,500%
2010-10-17 - 2010-10-23,-51%,+2,567%
2010-10-24 - 2010-10-30,-51%,+2,500%
2010-10-31 - 2010-11-06,-53%,+2,367%
2010-11-07 - 2010-11-13,-52%,+2,467%
2010-11-14 - 2010-11-20,-52%,+2,567%
2010-11-21 - 2010-11-27,-53%,+2,400%
2010-11-28 - 2010-12-04,-55%,+2,467%
2010-12-05 - 2010-12-11,-53%,+2,433%
2010-12-12 - 2010-12-18,-53%,+2,467%
2010-12-19 - 2010-12-25,-58%,+2,233%
2010-12-26 - 2011-01-01,-61%,+1,833%
2011-01-02 - 2011-01-08,-57%,+2,267%
2011-01-09 - 2011-01-15,-55%,+2,467%
2011-01-16 - 2011-01-22,-52%,+2,533%
2011-01-23 - 2011-01-29,-53%,+2,400%
2011-01-30 - 2011-02-05,-56%,+2,433%
2011-02-06 - 2011-02-12,-52%,+2,667%
2011-02-13 - 2011-02-19,-53%,+2,667%
2011-02-20 - 2011-02-26,-55%,+2,767%
2011-02-27 - 2011-03-05,-53%,+2,767%
2011-03-06 - 2011-03-12,-55%,+2,700%
2011-03-13 - 2011-03-19,-55%,+2,667%
2011-03-20 - 2011-03-26,-55%,+2,733%
2011-03-27 - 2011-04-02,-53%,+2,833%
2011-04-03 - 2011-04-09,-53%,+2,800%
2011-04-10 - 2011-04-16,-51%,+2,967%
2011-04-17 - 2011-04-23,-55%,+2,800%
2011-04-24 - 2011-04-30,-56%,+2,733%
2011-05-01 - 2011-05-07,-57%,+2,733%
2011-05-08 - 2011-05-14,-55%,+2,833%
2011-05-15 - 2011-05-21,-55%,+2,900%
2011-05-22 - 2011-05-28,-53%,+2,933%
2011-05-29 - 2011-06-04,-56%,+2,700%
2011-06-05 - 2011-06-11,-56%,+2,833%
2011-06-12 - 2011-06-18,-55%,+2,867%
2011-06-19 - 2011-06-25,-55%,+3,000%
2011-06-26 - 2011-07-02,-57%,+2,867%
2011-07-03 - 2011-07-09,-58%,+2,867%
2011-07-10 - 2011-07-16,-56%,+3,000%
2011-07-17 - 2011-07-23,-57%,+3,033%
2011-07-24 - 2011-07-30,-56%,+3,033%
2011-07-31 - 2011-08-06,-58%,+2,867%
2011-08-07 - 2011-08-13,-57%,+2,967%
2011-08-14 - 2011-08-20,-58%,+2,900%
2011-08-21 - 2011-08-27,-57%,+2,933%
2011-08-28 - 2011-09-03,-58%,+2,833%
2011-09-04 - 2011-09-10,-59%,+2,767%
2011-09-11 - 2011-09-17,-55%,+2,833%
2011-09-18 - 2011-09-24,-56%,+2,967%
2011-09-25 - 2011-10-01,-56%,+3,033%
2011-10-02 - 2011-10-08,-58%,+2,867%
2011-10-09 - 2011-10-15,-56%,+2,800%
2011-10-16 - 2011-10-22,-55%,+2,967%
2011-10-23 - 2011-10-29,-56%,+2,833%
2011-10-30 - 2011-11-05,-57%,+2,933%
2011-11-06 - 2011-11-12,-56%,+2,933%
2011-11-13 - 2011-11-19,-57%,+3,067%
2011-11-20 - 2011-11-26,-57%,+2,900%
2011-11-27 - 2011-12-03,-57%,+3,100%
2011-12-04 - 2011-12-10,-57%,+2,967%
2011-12-11 - 2011-12-17,-56%,+2,900%
2011-12-18 - 2011-12-24,-60%,+2,633%
2011-12-25 - 2011-12-31,-65%,+2,133%
2012-01-01 - 2012-01-07,-61%,+2,500%
2012-01-08 - 2012-01-14,-59%,+2,833%
2012-01-15 - 2012-01-21,-59%,+2,833%
2012-01-22 - 2012-01-28,-59%,+2,767%
2012-01-29 - 2012-02-04,-58%,+3,067%
2012-02-05 - 2012-02-11,-58%,+3,100%
2012-02-12 - 2012-02-18,-57%,+3,100%
2012-02-19 - 2012-02-25,-57%,+3,100%
2012-02-26 - 2012-03-03,-58%,+3,233%
2012-03-04 - 2012-03-10,-57%,+3,133%
2012-03-11 - 2012-03-17,-57%,+3,100%
2012-03-18 - 2012-03-24,-58%,+3,167%
2012-03-25 - 2012-03-31,-57%,+3,167%
2012-04-01 - 2012-04-07,-59%,+3,000%
2012-04-08 - 2012-04-14,-58%,+2,900%
2012-04-15 - 2012-04-21,-57%,+3,067%
2012-04-22 - 2012-04-28,-58%,+2,967%
2012-04-29 - 2012-05-05,-60%,+2,800%
2012-05-06 - 2012-05-12,-58%,+3,100%
2012-05-13 - 2012-05-19,-58%,+3,033%
2012-05-20 - 2012-05-26,-56%,+3,167%
2012-05-27 - 2012-06-02,-59%,+3,000%
2012-06-03 - 2012-06-09,-58%,+2,967%
2012-06-10 - 2012-06-16,-59%,+3,067%
2012-06-17 - 2012-06-23,-59%,+3,133%
2012-06-24 - 2012-06-30,-59%,+3,067%
2012-07-01 - 2012-07-07,-61%,+3,100%
2012-07-08 - 2012-07-14,-60%,+3,167%
2012-07-15 - 2012-07-21,-61%,+3,167%
2012-07-22 - 2012-07-28,-60%,+3,100%
2012-07-29 - 2012-08-04,-61%,+2,967%
2012-08-05 - 2012-08-11,-60%,+3,000%
2012-08-12 - 2012-08-18,-62%,+3,033%
2012-08-19 - 2012-08-25,-60%,+3,000%
2012-08-26 - 2012-09-01,-60%,+3,067%
2012-09-02 - 2012-09-08,-59%,+2,933%
2012-09-09 - 2012-09-15,-58%,+3,167%
2012-09-16 - 2012-09-22,-58%,+3,133%
2012-09-23 - 2012-09-29,-59%,+3,100%
2012-09-30 - 2012-10-06,-59%,+2,967%
2012-10-07 - 2012-10-13,-59%,+2,900%
2012-10-14 - 2012-10-20,-60%,+3,000%
2012-10-21 - 2012-10-27,-59%,+2,967%
2012-10-28 - 2012-11-03,-60%,+2,667%
2012-11-04 - 2012-11-10,-59%,+2,833%
2012-11-11 - 2012-11-17,-60%,+2,800%
2012-11-18 - 2012-11-24,-61%,+2,833%
2012-11-25 - 2012-12-01,-60%,+2,833%
2012-12-02 - 2012-12-08,-60%,+2,800%
2012-12-09 - 2012-12-15,-60%,+2,833%
2012-12-16 - 2012-12-22,-62%,+2,667%
2012-12-23 - 2012-12-29,-69%,+1,900%
2012-12-30 - 2013-01-05,-68%,+2,000%
2013-01-06 - 2013-01-12,-61%,+2,667%
2013-01-13 - 2013-01-19,-59%,+2,733%
2013-01-20 - 2013-01-26,-59%,+2,833%
2013-01-27 - 2013-02-02,-60%,+2,900%
2013-02-03 - 2013-02-09,-60%,+2,800%
2013-02-10 - 2013-02-16,-61%,+2,767%
2013-02-17 - 2013-02-23,-60%,+2,967%
2013-02-24 - 2013-03-02,-60%,+2,900%
2013-03-03 - 2013-03-09,-59%,+2,867%
2013-03-10 - 2013-03-16,-60%,+3,000%
2013-03-17 - 2013-03-23,-59%,+2,933%
2013-03-24 - 2013-03-30,-62%,+2,800%
2013-03-31 - 2013-04-06,-61%,+2,733%
2013-04-07 - 2013-04-13,-60%,+3,000%
2013-04-14 - 2013-04-20,-60%,+2,933%
2013-04-21 - 2013-04-27,-60%,+2,967%
2013-04-28 - 2013-05-04,-64%,+2,733%
2013-05-05 - 2013-05-11,-62%,+2,800%
2013-05-12 - 2013-05-18,-60%,+2,867%
2013-05-19 - 2013-05-25,-61%,+2,800%
2013-05-26 - 2013-06-01,-62%,+2,800%
2013-06-02 - 2013-06-08,-60%,+2,867%
2013-06-09 - 2013-06-15,-61%,+2,833%
2013-06-16 - 2013-06-22,-61%,+2,867%
2013-06-23 - 2013-06-29,-61%,+2,900%
2013-06-30 - 2013-07-06,-62%,+2,767%
2013-07-07 - 2013-07-13,-62%,+2,833%
2013-07-14 - 2013-07-20,-64%,+2,867%
2013-07-21 - 2013-07-27,-64%,+2,833%
2013-07-28 - 2013-08-03,-64%,+2,800%
2013-08-04 - 2013-08-10,-65%,+2,667%
2013-08-11 - 2013-08-17,-64%,+2,600%
2013-08-18 - 2013-08-24,-64%,+2,733%
2013-08-25 - 2013-08-31,-62%,+2,733%
2013-09-01 - 2013-09-07,-62%,+2,667%
2013-09-08 - 2013-09-14,-61%,+2,767%
2013-09-15 - 2013-09-21,-62%,+2,633%
2013-09-22 - 2013-09-28,-61%,+2,800%
2013-09-29 - 2013-10-05,-61%,+2,667%
2013-10-06 - 2013-10-12,-60%,+2,667%
2013-10-13 - 2013-10-19,-60%,+2,733%
2013-10-20 - 2013-10-26,-61%,+2,700%
2013-10-27 - 2013-11-02,-62%,+2,700%
2013-11-03 - 2013-11-09,-61%,+2,700%
2013-11-10 - 2013-11-16,-60%,+2,767%
2013-11-17 - 2013-11-23,-60%,+2,767%
2013-11-24 - 2013-11-30,-62%,+2,667%
2013-12-01 - 2013-12-07,-62%,+2,667%
2013-12-08 - 2013-12-14,-61%,+2,733%
2013-12-15 - 2013-12-21,-64%,+2,600%
2013-12-22 - 2013-12-28,-69%,+1,867%
2013-12-29 - 2014-01-04,-70%,+1,767%
2014-01-05 - 2014-01-11,-64%,+2,400%
2014-01-12 - 2014-01-18,-61%,+2,500%
2014-01-19 - 2014-01-25,-61%,+2,600%
2014-01-26 - 2014-02-01,-62%,+2,533%
2014-02-02 - 2014-02-08,-64%,+2,467%
2014-02-09 - 2014-02-15,-61%,+2,533%
2014-02-16 - 2014-02-22,-61%,+2,600%
2014-02-23 - 2014-03-01,-61%,+2,633%
2014-03-02 - 2014-03-08,-61%,+2,600%
2014-03-09 - 2014-03-15,-60%,+2,600%
2014-03-16 - 2014-03-22,-62%,+2,567%
2014-03-23 - 2014-03-29,-61%,+2,633%
2014-03-30 - 2014-04-05,-61%,+2,567%
2014-04-06 - 2014-04-12,-61%,+2,600%
2014-04-13 - 2014-04-19,-62%,+2,500%
2014-04-20 - 2014-04-26,-61%,+2,433%
2014-04-27 - 2014-05-03,-64%,+2,333%
2014-05-04 - 2014-05-10,-61%,+2,500%
2014-05-11 - 2014-05-17,-61%,+2,567%
2014-05-18 - 2014-05-24,-62%,+2,567%
2014-05-25 - 2014-05-31,-65%,+2,433%
2014-06-01 - 2014-06-07,-62%,+2,367%
2014-06-08 - 2014-06-14,-64%,+2,367%
2014-06-15 - 2014-06-21,-64%,+2,400%
2014-06-22 - 2014-06-28,-64%,+2,400%
2014-06-29 - 2014-07-05,-66%,+2,367%
2014-07-06 - 2014-07-12,-65%,+2,400%
2014-07-13 - 2014-07-19,-64%,+2,433%
2014-07-20 - 2014-07-26,-64%,+2,467%
2014-07-27 - 2014-08-02,-66%,+2,267%
2014-08-03 - 2014-08-09,-62%,+2,567%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for jquery
Region,jquery
Cuba,100
India,89
Nepal,79
Madagascar,74
South Korea,58
Bangladesh,56
Sri Lanka,54
Cambodia,51
China,48
Belarus,47
Hong Kong,45
Pakistan,41
Armenia,39
Ukraine,39
Taiwan,39
Czech Republic,38
Iceland,36
Estonia,36
Mongolia,36
Russia,35
Philippines,34
Moldova,33
Latvia,33
Israel,31
Uzbekistan,31
Mauritius,31
Tunisia,30
Singapore,30
Netherlands,29
Malta,28
Macedonia (FYROM),28
Luxembourg,27
Sweden,27
Lebanon,26
Myanmar (Burma),26
Japan,26
United States,26
South Africa,25
Kyrgyzstan,25
Bulgaria,25
Bolivia,25
Romania,24
New Zealand,24
Cameroon,24
Costa Rica,24
Macau,24
Côte d’Ivoire,23
Switzerland,23
Uruguay,23
Germany,23
Brazil,22
United Kingdom,22
Denmark,22
Canada,22
Portugal,22
France,22
Australia,22
Hungary,22
Norway,21
Slovenia,21
Serbia,21
Poland,21
Iran,21
Belgium,21
El Salvador,20
Kenya,20
Austria,20
Vietnam,20
Spain,20
Slovakia,19
Italy,19
Finland,19
Nicaragua,18
Lithuania,18
Georgia,18
Indonesia,18
Senegal,18
Chile,17
Morocco,17
Argentina,17
Ireland,17
Jamaica,17
Uganda,16
Ghana,16
Peru,16
Mexico,16
Colombia,16
Croatia,16
Malaysia,15
Jordan,15
Guatemala,15
Paraguay,15
Greece,15
Cyprus,14
Nigeria,13
Thailand,13
Dominican Republic,13
United Arab Emirates,12
Ecuador,12
Honduras,12
Panama,12
Kazakhstan,12
Bosnia and Herzegovina,12
Egypt,11
Venezuela,11
Palestine,10
Réunion,10
Tanzania,9
Syria,9
Azerbaijan,9
Turkey,8
Puerto Rico,8
Bahrain,8
Qatar,8
Kuwait,6
Algeria,5
Saudi Arabia,4


Top cities for jquery
City,jquery
New Okhla Industrial Development Area (India),100
Hyderabad (India),56
Chennai (India),51
Bangalore (India),49
Ahmedabad (India),41
Seoul (South Korea),37
Beijing (China),31
Shanghai (China),28
Mumbai (India),23
Pune (India),21
New Delhi (India),20
Moscow (Russia),17
San Francisco (United States),17
Tel Aviv (Israel),16
Stockholm (Sweden),14



Top searches for jquery
javascript,100
jquery ajax,70
ajax,70
jquery html,40
jquery css,40
jquery get,35
jquery mobile,30
jquery form,25
json,25
jquery on,25
jquery json,25
jquery ui,25
jquery slider,25
jquery function,20
jquery google,20
jquery load,20
jquery click,15
tutorial jquery,15
jquery not,15
jquery array,15
jquery download,15
jquery menu,15
jquery change,15
jquery remove,15
jquery post,15
jquery class,15
jquery data,10
jquery autocomplete,10
jquery checkbox,10
each jquery,10
jquery validation,10
jquery find,10
jquery popup,10
jquery slide,10
jquery api,10
animate jquery,10
jquery show,10
jquery checked,10
jquery position,10
jquery datepicker,10
jquery append,10
bootstrap,10
slideshow jquery,10
toggle jquery,10
jquery selector,10
lightbox jquery,10
lightbox,10
tooltip jquery,10
javascript array,10
jquery modal,5



Rising searches for jquery
ajax,Breakout
javascript,Breakout
jquery ajax,Breakout
jquery css,Breakout
jquery form,Breakout
jquery get,Breakout
jquery html,Breakout
jquery json,Breakout
jquery mobile,Breakout
jquery on,Breakout



